second,scheduled_tasks,started_tasks,conn_created,conn_ready,conn_failed,conn_closed,active_connecting,active_ready,waiting_for_server,find_input_ops,remove_ops,insert_ops,find_output_ops,failed_ops,combined_ops,in_flight_tasks,ephemeral_ports,time_wait,handles,threads,cpu_pct,working_set_bytes
0,246,246,96,89,0,0,20,89,16,89,0,0,0,0,89,246,8,3,505,23,0,81743872
1,795,734,376,331,0,0,52,420,52,331,0,0,0,0,331,980,275,3,3716,517,19.19,138256384
2,264,325,353,391,0,0,52,811,46,391,0,0,0,0,391,1305,1000,3,11241,1570,41.77,274886656
3,172,172,374,381,0,0,30,1192,31,380,0,0,0,0,380,1477,1738,3,17113,2302,42.28,375803904
4,357,329,280,269,0,34,38,1437,44,268,254,249,225,0,996,1797,2563,3,23483,3122,43.04,485752832
5,170,46,238,230,0,145,66,1559,60,232,375,369,378,0,1354,1717,3024,3,27468,3620,41.45,536059904
6,676,396,189,207,0,641,78,1523,74,205,359,370,385,0,1319,1574,3132,3,29563,3766,32.68,580911104
7,494,100,236,216,0,164,49,1159,42,217,341,337,335,0,1230,1437,2258,3,27297,2855,47.3,611323904
8,108,467,254,277,0,438,35,1215,31,274,215,217,218,0,924,1394,2455,3,29782,3047,38.27,658079744
9,0,151,266,237,0,99,42,1112,44,237,209,211,212,0,869,1445,2043,3,29960,2665,41.86,694345728
10,525,228,262,280,0,213,52,1228,39,282,240,239,239,0,1000,1472,2323,3,22557,2927,42.94,696377344
11,0,359,308,254,0,299,76,1182,78,250,263,264,263,0,1040,1550,2271,3,23872,2873,38.76,700510208
12,1065,166,261,265,0,190,75,1233,80,268,236,235,236,0,975,1534,2465,3,26604,3072,32.24,712232960
13,621,331,252,304,0,321,65,1275,39,306,286,287,287,0,1166,1525,2538,3,25701,3225,41.12,704409600
14,124,228,266,271,0,200,60,1295,55,268,235,232,232,0,967,1559,2407,3,24097,3057,34.45,691867648
15,383,432,283,124,0,283,169,1265,64,85,218,181,160,1,644,1683,2625,3,24873,3250,35.19,718495744
16,514,10,254,357,0,65,173,1395,156,398,306,335,315,3,1354,1684,2655,3,28158,3477,33.73,737554432
17,258,411,240,297,0,568,70,1394,61,297,318,327,367,1,1309,1628,2736,3,26517,3389,27.7,751443968
18,1281,255,291,290,0,157,48,1257,52,288,166,166,166,0,786,1572,2231,3,26273,2866,34.86,745893888
19,457,358,256,216,0,232,67,1321,113,218,277,270,259,0,1024,1713,2562,3,25210,3270,39.9,719310848
20,0,30,291,275,0,129,127,1383,126,275,306,295,303,1,1179,1669,2718,3,26032,3481,32.76,731930624
21,0,467,188,240,0,596,91,1422,86,240,284,301,303,0,1128,1600,2885,3,28484,3664,31.74,757915648
22,773,122,319,292,0,96,54,1232,57,292,300,296,295,0,1183,1508,2143,3,23716,2822,40.44,718958592
23,621,364,244,274,0,359,59,1326,46,273,202,205,207,0,887,1535,2561,3,27525,3245,41.57,754585600
24,570,172,276,223,0,187,86,1214,82,222,285,286,286,0,1079,1553,2324,3,25790,3017,32.59,755675136
25,607,274,240,295,0,237,69,1289,66,297,229,229,228,0,983,1548,2506,3,24522,3174,38.77,743833600
26,280,342,247,250,0,298,48,1231,64,249,242,241,242,0,974,1575,2449,3,25862,3112,38.36,750845952
27,194,211,257,196,0,225,78,1208,83,197,282,281,279,0,1039,1565,2410,0,25972,3136,41.2,733122560
28,356,267,270,319,0,270,84,1229,85,319,285,284,262,0,1150,1576,2640,0,25431,3279,31.62,747106304
29,295,250,274,290,0,268,76,1235,68,290,255,258,282,0,1085,1553,2423,0,24309,3136,32.68,742518784
30,183,255,272,218,0,279,175,1226,166,203,255,255,255,0,968,1618,2422,0,26034,3184,34.62,739467264
31,488,253,284,336,0,256,68,1385,51,349,319,309,308,0,1285,1571,2480,0,24494,3153,30.91,756871168
32,483,363,267,222,0,334,49,1246,45,223,235,244,244,0,946,1560,2429,0,26415,3104,32.6,749576192
33,0,215,293,333,0,110,67,1366,72,333,162,163,164,0,822,1636,2447,0,25574,3133,48.55,716988416
34,0,270,243,227,0,334,33,1358,57,228,372,368,366,1,1334,1663,2530,0,25586,3242,33,738664448
35,372,288,298,227,0,331,95,1273,86,227,272,268,270,1,1037,1573,2408,0,24245,3105,33.28,741003264
36,134,239,223,273,0,239,96,1230,62,273,276,273,272,0,1094,1540,2460,0,26259,3145,40.76,734846976
37,193,243,275,301,0,267,80,1273,65,301,268,276,277,0,1122,1573,2515,0,24999,3251,32.38,738463744
38,959,371,294,199,0,304,114,1268,127,199,252,237,228,1,916,1583,2452,0,26638,3159,40.42,732254208
39,0,118,274,269,0,142,155,1237,103,269,306,288,278,0,1141,1587,2361,0,25704,3074,38.63,735326208
40,524,220,198,299,0,334,120,1349,72,298,271,304,323,0,1196,1569,2718,0,26522,3462,31.77,736333824
41,368,386,291,284,0,324,68,1208,53,285,217,217,217,0,936,1496,2405,0,25966,3101,37.6,733347840
42,341,253,229,238,0,163,53,1243,65,238,223,183,182,0,826,1592,2460,0,26258,3147,36.97,723554304
43,0,214,262,255,0,176,80,1316,80,245,267,307,273,0,1092,1627,2461,0,25519,3154,35.88,732770304
44,178,490,218,236,0,461,76,1314,171,246,225,223,258,0,952,1655,2388,0,24878,3048,30.42,731615232
45,286,166,395,264,0,117,298,1238,271,264,259,219,206,0,948,1731,2315,0,27900,3264,31.03,745115648
46,545,18,206,236,0,37,140,1435,152,235,236,276,289,0,1036,1701,2811,0,27504,3655,45.98,750682112
47,245,464,200,249,0,689,124,1483,94,248,363,365,365,0,1341,1687,3185,0,29589,3943,30.97,745250816
48,956,225,284,329,0,81,62,1243,52,330,114,114,114,0,672,1603,2232,0,27013,2954,36.44,747941888
49,419,204,292,283,0,243,57,1305,60,284,371,371,362,0,1388,1628,2616,0,25332,3323,33.97,752201728
50,658,318,275,260,0,314,63,1332,61,257,225,225,234,0,941,1599,2686,0,27179,3371,30.65,781488128
51,521,216,255,228,0,211,63,1247,56,230,260,260,260,0,1010,1573,2447,0,26206,3118,31.95,762884096
52,855,145,224,258,0,212,63,1315,66,258,330,326,307,0,1221,1584,2576,0,25448,3328,36,780238848
53,298,635,196,211,0,463,39,1294,238,212,216,218,235,0,881,1678,2533,0,25316,3215,33.62,773390336
54,659,68,368,294,0,118,289,1220,287,294,271,267,252,0,1084,1719,2365,0,27905,3300,43.07,779423744
55,327,27,252,283,0,49,133,1451,117,283,298,270,261,0,1112,1631,2716,0,26616,3526,34.8,778493952
56,239,504,221,262,0,647,78,1450,57,258,255,285,311,1,1109,1609,2823,0,27740,3534,30.64,772116480
57,481,297,299,294,0,114,45,1253,43,295,142,142,142,0,721,1654,2279,0,27093,2983,34.59,760111104
58,0,173,333,252,0,160,139,1337,137,253,332,331,331,0,1247,1683,2543,0,24898,3263,33.83,768659456
59,405,244,229,250,0,383,121,1395,65,251,313,313,310,0,1187,1621,2871,0,28499,3601,35.31,780316672
60,698,258,244,294,0,255,81,1247,44,291,254,255,258,0,1058,1530,2435,0,26728,3144,30.54,763715584
61,399,191,222,234,0,266,65,1314,67,232,318,319,319,0,1188,1532,2572,0,29192,3264,36.87,776744960
62,746,800,157,164,0,350,39,1238,418,170,120,99,95,0,484,1901,2500,0,25958,3217,35.07,779407360
63,522,37,513,196,0,47,469,1174,470,188,230,253,256,0,927,1908,2523,0,30386,3652,31.24,793370624
64,273,24,160,339,0,26,364,1487,178,347,224,214,211,0,996,1885,3264,0,31403,4223,29.71,798486528
65,628,187,218,331,0,483,189,1494,188,329,335,344,348,0,1356,1886,3003,0,30906,3897,30.9,790675456
66,176,572,437,85,0,313,408,1342,405,71,149,150,150,0,520,1848,2434,0,29126,3283,40.48,788172800
67,412,45,197,274,0,68,389,1362,146,290,357,357,353,0,1357,1864,3028,0,33726,3779,33.63,834871296
68,272,69,182,204,0,423,366,1345,197,197,261,239,220,0,917,1849,3279,0,31768,4213,33.82,839233536
69,174,369,108,392,0,368,290,1388,59,399,253,275,298,0,1225,1505,2754,0,29971,3538,61.11,828616704
70,267,308,337,298,0,168,120,1248,93,296,312,204,191,0,1003,1619,2131,0,24694,2873,35.77,816807936
71,901,127,247,268,0,64,179,1468,173,268,87,195,204,0,754,1678,2770,0,27457,3649,35.52,816046080
72,347,303,241,192,0,450,74,1493,65,193,370,368,372,0,1303,1704,3037,0,29043,3785,39.34,814923776
73,749,104,234,272,0,193,96,1325,81,269,321,319,318,0,1227,1528,2574,0,27343,3320,34.01,810274816
74,608,497,255,260,0,430,49,1285,49,263,207,210,211,0,891,1514,2522,0,28634,3305,31.88,811921408
75,490,125,221,218,0,150,62,1184,80,216,311,294,290,0,1111,1522,2292,0,25684,3020,31.77,807424000
76,454,916,27,5,0,354,55,1172,696,8,72,90,94,0,264,2044,2471,0,25476,3383,35.23,810745856
77,0,664,0,0,0,65,55,822,1353,0,58,58,58,0,174,2642,0,0,0,0,0,0
78,255,326,611,44,0,37,635,764,1667,37,161,160,158,1,516,2937,3264,0,40077,5706,32.09,868634624
79,0,63,930,11,0,50,1541,775,1176,18,314,311,313,0,956,2965,0,0,0,0,0,0
80,0,15,209,375,0,214,1675,886,607,366,129,132,131,0,758,2897,0,0,0,0,0,0
81,175,10,121,428,0,102,1374,1234,415,346,75,75,76,0,572,2746,3896,0,44705,6052,32.54,952483840
82,0,70,183,504,0,47,1068,1669,302,591,43,43,43,0,720,2676,3958,1,42240,5864,39.05,977166336
