second,scheduled_tasks,started_tasks,conn_created,conn_ready,conn_failed,conn_closed,active_connecting,active_ready,waiting_for_server,find_input_ops,remove_ops,insert_ops,find_output_ops,failed_ops,combined_ops,in_flight_tasks,ephemeral_ports,time_wait,handles,threads,cpu_pct,working_set_bytes
0,187,187,187,187,0,0,24,187,22,187,0,0,0,0,187,187,16,1,511,24,0,81367040
1,602,602,347,339,0,0,44,526,32,333,0,0,0,0,333,789,430,1,4815,640,27.17,169594880
2,0,0,255,263,0,0,36,789,35,269,0,0,0,0,269,0,1176,1,11251,1491,46.47,280973312
3,652,442,137,124,0,0,38,913,25,124,81,74,52,0,331,1231,1594,1,14478,1907,33.45,347959296
4,0,210,241,214,0,10,51,1117,53,211,206,212,233,0,862,1440,1976,1,18250,2432,28.19,408776704
5,231,44,215,195,0,221,60,1119,47,198,388,377,375,0,1338,1340,2327,1,21903,2896,36.81,472309760
6,582,659,278,315,0,521,60,1151,46,314,114,126,129,0,683,1392,2085,1,23235,2801,33.7,510763008
7,0,110,315,330,0,35,44,1180,41,330,255,246,240,0,1071,1474,1922,1,23834,2480,40.53,533065728
8,136,85,227,215,0,52,34,1350,33,216,208,209,214,0,847,1523,2485,1,28371,3058,38.33,614211584
9,778,540,295,277,0,467,38,1350,36,277,219,226,223,0,945,1578,2562,1,25403,3243,32.29,634847232
10,225,59,280,267,0,111,52,1310,51,266,299,300,303,0,1168,1574,2416,1,26753,3088,37.66,654139392
11,411,506,245,285,0,514,57,1369,58,286,298,298,299,0,1181,1535,2729,1,29898,3366,36.29,678993920
12,361,135,266,264,0,132,55,1231,55,236,224,222,222,0,904,1579,2265,1,29590,2907,36.24,686612480
13,233,82,265,247,0,132,65,1342,53,274,299,295,295,0,1163,1533,2542,1,24278,3176,36.55,694132736
14,0,512,250,258,0,490,52,1328,43,259,258,264,264,0,1045,1488,2535,1,25597,3169,33.42,721469440
15,526,136,238,217,0,106,71,1248,71,217,277,274,262,0,1030,1565,2276,0,25216,2901,36.36,716255232
16,149,216,266,285,0,293,82,1255,74,285,259,261,273,0,1078,1472,2538,0,25247,3298,41.55,701231104
17,513,349,249,248,0,311,60,1198,45,245,226,227,227,0,925,1486,2185,0,25008,2919,33.61,688771072
18,456,237,276,264,0,212,73,1213,54,266,270,265,263,0,1064,1533,2419,0,23235,3017,37.78,681009152
19,671,257,248,256,0,243,49,1209,48,256,210,210,208,0,884,1535,2430,0,25241,3045,35.21,706445312
