second,scheduled_tasks,started_tasks,conn_created,conn_ready,conn_failed,conn_closed,active_connecting,active_ready,waiting_for_server,find_input_ops,remove_ops,insert_ops,find_output_ops,failed_ops,combined_ops,in_flight_tasks,ephemeral_ports,time_wait,handles,threads,cpu_pct,working_set_bytes
0,187,187,187,187,0,0,38,187,60,187,0,0,0,0,187,187,17,1,513,20,2.22,80916480
1,602,602,329,325,0,0,84,512,82,324,0,0,0,0,324,789,434,1,4766,636,27.94,162623488
2,0,0,273,277,0,0,37,789,70,278,0,0,0,0,278,0,1166,1,10893,1440,42.07,275890176
3,652,373,128,105,0,1,30,893,34,105,52,52,50,0,259,1161,1595,1,14266,1877,32.04,343883776
4,0,279,266,264,0,67,50,1101,23,264,281,277,273,0,1095,1393,1859,1,16955,2220,33.2,389074944
5,231,70,194,185,0,150,47,1129,46,177,305,308,313,0,1103,1356,2280,1,21812,2823,46.99,471818240
6,582,589,247,262,0,537,57,1144,52,270,151,152,153,0,726,1345,1881,1,20976,2583,34.1,485490688
7,136,171,321,296,0,32,44,1116,57,296,237,220,203,0,956,1486,1926,1,22372,2474,37.57,503590912
8,0,51,247,220,0,69,96,1288,74,201,223,240,257,0,921,1483,2427,1,26749,3027,42.53,564613120
9,665,502,237,286,0,427,71,1329,44,298,190,190,189,0,867,1546,2566,1,28707,3147,46,632131584
10,338,104,283,213,0,98,135,1251,112,220,280,278,277,0,1055,1586,2351,1,22754,3010,31.98,636329984
11,237,263,219,267,0,335,92,1323,63,266,271,273,275,0,1085,1505,2657,1,25732,3390,31.51,680128512
12,407,386,240,276,0,352,43,1188,58,274,287,270,261,0,1092,1518,2345,1,25114,2974,34.36,674652160
13,361,193,335,310,0,203,59,1266,61,307,247,264,273,0,1091,1516,2362,1,27273,2964,33.65,682852352
14,0,371,273,265,0,294,50,1283,43,271,225,221,213,0,930,1582,2575,1,30221,3183,35.61,702078976
15,526,119,249,273,0,149,47,1328,50,273,266,265,271,0,1075,1582,2532,1,31992,3170,39.03,723664896
16,149,263,234,232,0,326,70,1338,54,232,282,286,286,0,1086,1560,2573,0,33344,3203,31.5,755355648
17,513,266,226,234,0,301,42,1238,38,234,291,291,293,0,1109,1461,2448,0,24408,3051,33.63,756768768
18,456,303,266,272,0,284,41,1153,44,272,276,275,269,0,1092,1497,2284,0,23631,2968,33.88,764432384
19,821,159,302,268,0,181,51,1211,48,266,261,263,269,0,1059,1477,2306,0,22225,2905,31.92,773193728
20,0,334,235,236,0,337,40,1234,41,237,242,241,241,0,961,1465,2492,0,23518,3091,36.89,777211904
21,468,214,249,263,0,194,52,1200,49,264,240,241,241,0,986,1506,2350,0,24782,2951,32.2,769224704
22,529,520,264,210,0,402,78,1238,175,210,245,219,209,0,883,1602,2488,1,23986,3087,35.11,746856448
23,0,6,275,297,0,66,159,1218,122,297,260,285,295,0,1137,1580,2390,1,26270,3062,36.92,687677440
24,0,79,236,273,0,138,57,1418,59,270,279,280,278,0,1107,1526,2648,1,25314,3306,28.91,686133248
25,497,489,215,215,0,516,52,1352,60,218,244,243,245,0,950,1464,2528,2,26227,3193,32.2,700239872
26,717,190,267,283,0,73,46,1268,45,267,196,162,147,0,772,1557,2237,2,24920,2861,34.94,671272960
27,154,188,264,259,0,300,62,1262,60,272,327,362,377,0,1338,1520,2457,2,24140,3099,37.84,679321600
28,807,389,236,230,0,358,41,1230,30,233,209,207,200,0,849,1470,2414,2,25497,3044,36.42,701153280
29,279,169,278,246,0,199,52,1173,50,244,295,296,300,0,1135,1500,2350,2,23516,2960,33.68,686370816
30,310,298,254,274,0,267,58,1250,38,276,234,235,237,0,982,1510,2449,2,23945,3098,30.32,711761920
31,613,191,251,228,0,230,60,1181,60,224,248,248,249,0,969,1493,2271,2,24711,2884,37.86,703016960
32,306,275,221,257,0,293,58,1229,56,261,279,279,276,0,1095,1512,2443,2,24422,3123,32.9,706609152
33,242,313,270,264,0,253,48,1220,51,259,237,231,233,0,960,1483,2412,2,24439,3039,31.93,701448192
34,826,183,245,231,0,180,54,1172,78,228,233,239,238,0,938,1485,2357,2,26166,3049,40.07,709689344
35,500,265,239,234,0,293,40,1207,51,242,267,267,269,0,1045,1485,2463,2,24582,3076,31.17,702476288
36,118,221,256,265,0,217,87,1221,78,264,256,250,247,0,1017,1511,2371,2,23206,3022,37.59,709017600
37,130,237,220,238,0,260,46,1202,49,239,238,243,246,0,966,1461,2376,2,24854,3049,32.26,701448192
38,201,420,334,199,0,274,205,1162,211,198,198,194,194,0,784,1620,2244,2,24171,2888,31.98,697720832
39,165,11,195,269,0,30,146,1302,115,267,215,217,212,0,911,1579,2476,2,24451,3238,31.49,682139648
40,573,346,208,269,0,476,105,1388,93,271,314,312,317,0,1214,1558,2902,2,27241,3623,33.66,711507968
41,100,699,163,98,0,310,76,1093,469,99,155,160,159,0,573,1817,2035,2,24351,2673,37.48,698822656
42,414,7,466,298,0,23,479,1165,415,298,151,146,137,0,732,1814,2507,2,31155,3520,38.96,746643456
43,0,17,88,249,0,35,244,1382,245,247,297,297,304,1,1145,1794,0,0,0,0,0,0
44,226,16,302,300,0,297,280,1401,253,292,310,281,281,0,1164,1783,3155,2,30567,4110,33.27,746864640
45,0,681,238,310,0,501,85,1392,42,320,104,137,140,0,701,1681,2648,2,27196,3372,34.66,754753536
46,162,76,283,127,0,88,170,1261,236,125,384,347,344,0,1200,1728,2549,2,28427,3195,33.56,758853632
47,924,91,245,313,0,185,273,1456,110,314,221,258,261,0,1054,1673,3004,2,32798,3757,34.9,787230720
48,379,500,247,139,0,412,209,1360,211,140,257,255,255,0,907,1695,2810,2,28080,3504,33.85,779259904
49,255,16,215,257,0,39,217,1303,169,257,267,268,268,0,1060,1668,2627,2,30267,3546,35.81,790933504
50,430,135,172,332,0,325,171,1436,136,250,192,170,164,0,776,1641,2883,2,28344,3663,35.04,784838656
51,349,439,263,198,0,402,160,1299,153,277,319,342,338,0,1276,1532,2300,1,25402,3091,29.09,755716096
52,0,169,257,320,0,59,87,1361,69,321,141,125,133,0,720,1598,2562,1,28205,3217,35.4,781938688
53,259,358,269,213,0,448,65,1360,63,205,321,336,338,0,1200,1602,2485,1,26612,3445,28.27,772640768
54,116,104,235,273,0,80,77,1318,73,271,198,199,199,0,867,1534,2376,0,23472,3058,38.3,779251712
55,0,329,221,232,0,399,64,1357,66,244,334,333,333,1,1244,1580,2716,0,26675,3383,31.38,786198528
56,802,294,290,272,0,288,60,1226,74,272,271,268,267,0,1078,1501,2483,0,26303,3135,37.56,777117696
57,513,308,283,233,0,246,148,1179,153,230,230,211,191,0,862,1556,2408,0,27741,3073,31.22,782118912
58,250,124,234,264,0,164,84,1225,74,267,272,294,313,0,1146,1532,2280,0,24573,2924,31.63,747601920
59,412,275,205,244,0,325,54,1303,43,244,238,238,240,0,960,1509,2636,0,26099,3319,32.11,761556992
60,577,273,266,255,0,252,48,1144,44,255,229,227,224,0,935,1479,2266,0,23778,2922,36.17,762216448
61,354,252,263,279,0,237,56,1266,57,278,273,272,274,0,1097,1528,2433,0,23391,3086,33.82,763260928
62,285,299,243,235,0,331,51,1206,55,235,284,286,286,0,1091,1493,2391,0,24962,3044,32.51,764395520
63,644,217,261,271,0,194,43,1195,43,272,219,198,199,0,888,1487,2272,0,24423,2948,32.88,759582720
